MARKETEVALUATIONPOINT_EAN;CONDUCTINGEQUIPMENT_NAME;MARKETPARTICIPANT_NAME;MARKETROLE_NAME;STREETADDRESS_POSTALCODE;STREETDETAIL_NAME;STREETDETAIL_NUMBER;TOWNDETAIL_NAME;TOWNDETAIL_SECTION;TOWNDETAIL_STATEORPROVINCE;COORDINATESYSTEM_NAME;POSITIONPOINT_YPOSITION;POSITIONPOINT_XPOSITION
871690930000901720;2000515-EL-T01;EQUANS I&M SGZH 2.0;NVT;2251PA;KOPERWIEKLAAN;128 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,12353;4,45006
871685920004671055;9015966-EL-T01;EQUANS INFRA & MOBILITY;NVT;1093AG;PIETER VLAMINGSTRAAT;42 C ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,36464;4,92534
871685920003511208;3016698-EL-T01;EQUANS INFRA & MOBILITY;CPO;1064WZ;LAKENHALSTRAAT;2 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,36431;4,83247
871685920003511208;3016698-EL-T02;EQUANS INFRA & MOBILITY;CPO;1064WZ;LAKENHALSTRAAT;2 ELP;AMSTERDAM;AMSTERDAM;NOORD-HOLLAND;EPSG:4326;52,36431;4,83247
871690930000872143;2002190-EL-T01;EQUANS I&M SGZH 2.0;NVT;2451GA;KLOOFPAD;27 ELP;KAAG EN BRAASSEM;LEIMUIDEN;ZUID-HOLLAND;EPSG:4326;52,22196;4,67327
871690930000789908;2003411-EL-T01;SCHAIK;NVT;2343LL;HENDRIK ANDRIESSENLAAN;1 ELP;OEGSTGEEST;OEGSTGEEST;ZUID-HOLLAND;EPSG:4326;52,19559;4,47436
871690930000803024;2002664-EL-T01;SCHAIK;NVT;2343KX;KLEYN PROFFIJTLAAN;72 ELP;OEGSTGEEST;OEGSTGEEST;ZUID-HOLLAND;EPSG:4326;52,19065;4,48174
871690930000803024;2000470-EL-T01;SCHAIK;NVT;2343KX;KLEYN PROFFIJTLAAN;72 ELP;OEGSTGEEST;OEGSTGEEST;ZUID-HOLLAND;EPSG:4326;52,19065;4,48174
871690930000802041;2003090-EL-T01;SCHAIK;NVT;2332PA;BASSONSTRAAT;2 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,16158;4,4623
871690930000972287;0104419-EL-T01;EQUANS I&M SGZH 2.0;NVT;2253KX;WADDINGERHOORN;2 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;\\N;\\N
871690930000769108;9006866-EL-T01;ALLEGO B.V.;NVT;2316AW;MUSSCHENBROEKSTRAAT;15 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,16841;4,49141
871690930000815010;2000244-EL-T01;SCHAIK;NVT;2771KT;BEEMD;33 ELP;ALPHEN AAN DEN RIJN;BOSKOOP;ZUID-HOLLAND;EPSG:4326;52,06906;4,64226
871690930000807381;2003228-EL-T01;EQUANS I&M SGZH 2.0;NVT;2451BN;LIJSTERBESLAAN;4 ELP;KAAG EN BRAASSEM;LEIMUIDEN;ZUID-HOLLAND;EPSG:4326;52,22248;4,67072
871690930000786150;0106916-EL-T01;ALLEGO B.V.;NVT;2171DM;GEESTBURG;2 ELP;TEYLINGEN;SASSENHEIM;ZUID-HOLLAND;EPSG:4326;52,2185;4,51552
871690930000945816;2011593-EL-T01;EQUANS I&M SGZH 2.0;NVT;2244GL;VAN CALCARLAAN;1 ELP;WASSENAAR;WASSENAAR;ZUID-HOLLAND;EPSG:4326;52,10878;4,35375
871690930000467394;\\N;ALLEGO B.V.;NVT;2408LX;LISDODDE;66 ELP;ALPHEN AAN DEN RIJN;ALPHEN AAN DEN RIJN;ZUID-HOLLAND;EPSG:4326;52,11804;4,64049
871690930000481550;2001145-EL-T04;ALLEGO B.V.;NVT;2402TX;PIJPERHOF;2 ELP;ALPHEN AAN DEN RIJN;ALPHEN AAN DEN RIJN;ZUID-HOLLAND;EPSG:4326;52,14574;4,66512
871690930000521546;2001991-EL-T01;ALLEGO B.V.;NVT;2408TA;BATAVENGAARDE;2 ELP;ALPHEN AAN DEN RIJN;ALPHEN AAN DEN RIJN;ZUID-HOLLAND;EPSG:4326;52,11804;4,65112
871690930000465444;2001981-EL-T01;ALLEGO B.V.;NVT;2408HE;CHINASTRAAT;92 ELP;ALPHEN AAN DEN RIJN;ALPHEN AAN DEN RIJN;ZUID-HOLLAND;EPSG:4326;52,12064;4,6571
871690930000465444;2001982-EL-T01;ALLEGO B.V.;NVT;2408HE;CHINASTRAAT;92 ELP;ALPHEN AAN DEN RIJN;ALPHEN AAN DEN RIJN;ZUID-HOLLAND;EPSG:4326;52,12064;4,6571
871690930000511523;2001057-EL-T01;ALLEGO B.V.;NVT;2401HG;STOELMATTER;150 ELP;ALPHEN AAN DEN RIJN;ALPHEN AAN DEN RIJN;ZUID-HOLLAND;EPSG:4326;52,15618;4,65302
871690930000511523;2001058-EL-T01;ALLEGO B.V.;NVT;2401HG;STOELMATTER;150 ELP;ALPHEN AAN DEN RIJN;ALPHEN AAN DEN RIJN;ZUID-HOLLAND;EPSG:4326;52,15618;4,65302
871690930000904363;\\N;EQUANS I&M SGZH 2.0;NVT;2253LC;ALBARDAPLANTSOEN;5 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,14399;4,45691
871690930000904363;2000347-EL-T01;EQUANS I&M SGZH 2.0;NVT;2253LC;ALBARDAPLANTSOEN;5 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,14399;4,45691
871690930000951923;2002141-EL-T01;EQUANS I&M SGZH 2.0;NVT;2481KL;A. DE GRAAFLAAN;1 ELP;KAAG EN BRAASSEM;WOUBRUGGE;ZUID-HOLLAND;EPSG:4326;\\N;\\N
871690930000846632;9025926-EL-T01;EQUANS I&M SGZH 2.0;NVT;2377VK;GERARDUSPAD;58 ELP;KAAG EN BRAASSEM;OUDE WETERING;ZUID-HOLLAND;EPSG:4326;52,20596;4,64533
871690930000850196;2000720-EL-T01;EQUANS I&M SGZH 2.0;NVT;2243GB;KIEVIETSLAAN;9 ELP;WASSENAAR;WASSENAAR;ZUID-HOLLAND;EPSG:4326;52,1265;4,36595
871690930000866548;2000631-EL-T01;EQUANS I&M SGZH 2.0;NVT;2245AL;PAPEWEGSE HOF;2 ELP;WASSENAAR;WASSENAAR;ZUID-HOLLAND;EPSG:4326;52,13627;4,41413
871690930000768286;2002848-EL-T01;ALLEGO B.V.;NVT;2315AM;JAN PIETERSZOON COENHOF;61 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,1681;4,50674
871690930000483424;2003622-EL-T01;ALLEGO B.V.;NVT;2391GV;WOUTER CRABETHSTRAAT;4 ELP;ALPHEN AAN DEN RIJN;HAZERSWOUDE-DORP;ZUID-HOLLAND;EPSG:4326;52,09555;4,5806
871690930000483424;2003254-EL-T01;ALLEGO B.V.;NVT;2391GV;WOUTER CRABETHSTRAAT;4 ELP;ALPHEN AAN DEN RIJN;HAZERSWOUDE-DORP;ZUID-HOLLAND;EPSG:4326;52,09555;4,5806
871690930000946455;2002655-EL-T02;EQUANS I&M SGZH 2.0;NVT;2253JX;JACOB VAN HEEMSKERCKLAAN;35 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,13835;4,46362
871690930000946455;2002655-EL-T01;EQUANS I&M SGZH 2.0;NVT;2253JX;JACOB VAN HEEMSKERCKLAAN;35 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,13835;4,46362
871690930000946455;2000064-EL-T01;EQUANS I&M SGZH 2.0;NVT;2253JX;JACOB VAN HEEMSKERCKLAAN;35 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,13835;4,46362
871690930000946455;2000414-EL-T01;EQUANS I&M SGZH 2.0;NVT;2253JX;JACOB VAN HEEMSKERCKLAAN;35 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,13835;4,46362
871690930000946455;2000464-EL-T01;EQUANS I&M SGZH 2.0;NVT;2253JX;JACOB VAN HEEMSKERCKLAAN;35 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,13835;4,46362
871690930000764226;2003044-EL-T01;ALLEGO B.V.;NVT;2324EE;BEETHOVENLAAN;41 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,14496;4,47212
871690930000824524;2000335-EL-T01;EQUANS I&M SGZH 2.0;NVT;2253RH;HET WEDDE;86 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,14244;4,45368
871690930000875793;0103908-EL-T01;EQUANS I&M SGZH 2.0;NVT;2451ZV;HAVENPAD;206 ELP;KAAG EN BRAASSEM;LEIMUIDEN;ZUID-HOLLAND;EPSG:4326;52,22545;4,67402
871690930000521553;2001986-EL-T01;ALLEGO B.V.;NVT;2408RJ;POLDERPEIL;294 ELP;ALPHEN AAN DEN RIJN;ALPHEN AAN DEN RIJN;ZUID-HOLLAND;EPSG:4326;52,11452;4,65928
871690930000904387;2002131-EL-T01;EQUANS I&M SGZH 2.0;NVT;2355BJ;DE BRUIJNLAAN;17 ELP;KAAG EN BRAASSEM;HOOGMADE;ZUID-HOLLAND;EPSG:4326;52,16984;4,58128
871690930000904387;9020890-EL-T01;EQUANS I&M SGZH 2.0;NVT;2355BJ;DE BRUIJNLAAN;17 ELP;KAAG EN BRAASSEM;HOOGMADE;ZUID-HOLLAND;EPSG:4326;52,16984;4,58128
871690930000805080;2000207-EL-T01;SCHAIK;NVT;2341AJ;BERLICUMSTRAAT;7 ELP;OEGSTGEEST;OEGSTGEEST;ZUID-HOLLAND;EPSG:4326;52,18018;4,45871
871690930000805080;2000227-EL-T01;SCHAIK;NVT;2341AJ;BERLICUMSTRAAT;7 ELP;OEGSTGEEST;OEGSTGEEST;ZUID-HOLLAND;EPSG:4326;52,18018;4,45871
871690930000984563;2000356-EL-T01;EQUANS I&M SGZH 2.0;NVT;2252CG;SIXLAAN;42 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;\\N;\\N
871690930000860287;0107021-EL-T01;EQUANS I&M SGZH 2.0;NVT;2371CA;ZUIDHOEK;1 ELP;KAAG EN BRAASSEM;ROELOFARENDSVEEN;ZUID-HOLLAND;EPSG:4326;\\N;\\N
871690930000769092;2003063-EL-T01;ALLEGO B.V.;NVT;2321KE;VAN RANDWIJKSTRAAT;23 B ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,14594;4,47776
871690930000859526;2011117-EL-T01;EQUANS I&M SGZH 2.0;NVT;2251ZL;THEA BECKMANSTRAAT;4 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,12864;4,46036
871690930000768484;2001061-EL-T03;ALLEGO B.V.;NVT;2401KD;J DE BOSCH KEMPERSTR;175 ELP;ALPHEN AAN DEN RIJN;ALPHEN AAN DEN RIJN;ZUID-HOLLAND;EPSG:4326;52,15741;4,65278
871690930000768484;2001055-EL-T01;ALLEGO B.V.;NVT;2401KD;J DE BOSCH KEMPERSTR;175 ELP;ALPHEN AAN DEN RIJN;ALPHEN AAN DEN RIJN;ZUID-HOLLAND;EPSG:4326;52,15741;4,65278
871690930000308345;2002742-EL-T01;DE SLEUTELS;NVT;2317PC;POLDERMOLEN;9 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,17695;4,5061
871690930000904370;2000345-EL-T01;EQUANS I&M SGZH 2.0;NVT;2252KH;FREDERIK HENDRIKLAAN;25 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,12917;4,44169
871690930000988844;2000576-EL-T01;EQUANS I&M SGZH 2.0;NVT;2244AS;LAAN VAN KOOT;1 ELP;WASSENAAR;WASSENAAR;ZUID-HOLLAND;EPSG:4326;\\N;\\N
871690930000804625;2002710-EL-T01;SCHAIK;NVT;2343DJ;ADRIAAN ROLAND HOLSTLAAN;8 ELP;OEGSTGEEST;OEGSTGEEST;ZUID-HOLLAND;EPSG:4326;52,19169;4,48032
871690930000804625;2002594-EL-T01;SCHAIK;NVT;2343DJ;ADRIAAN ROLAND HOLSTLAAN;8 ELP;OEGSTGEEST;OEGSTGEEST;ZUID-HOLLAND;EPSG:4326;52,19169;4,48032
871690930000804625;2002726-EL-T01;SCHAIK;NVT;2343DJ;ADRIAAN ROLAND HOLSTLAAN;8 ELP;OEGSTGEEST;OEGSTGEEST;ZUID-HOLLAND;EPSG:4326;52,19169;4,48032
871690930000469510;2001977-EL-T01;ALLEGO B.V.;NVT;2408JB;MAROKKOSTRAAT;1 ELP;ALPHEN AAN DEN RIJN;ALPHEN AAN DEN RIJN;ZUID-HOLLAND;EPSG:4326;52,12109;4,6463
871690930000483417;2001086-EL-T01;ALLEGO B.V.;NVT;2402MD;BINKHORST;53 ELP;ALPHEN AAN DEN RIJN;ALPHEN AAN DEN RIJN;ZUID-HOLLAND;EPSG:4326;52,15066;4,6656
871690930000890024;2000996-EL-T01;EQUANS I&M SGZH 2.0;NVT;2377DS;SPEENKRUID;15 ELP;KAAG EN BRAASSEM;OUDE WETERING;ZUID-HOLLAND;EPSG:4326;52,21753;4,64039
871690930000797804;2000056-EL-T01;EQUANS I&M SGZH 2.0;NVT;2253SR;PUCCINIDREEF;71 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,13639;4,45207
871690930000532078;2003099-EL-T01;ALLEGO B.V.;NVT;2332AE;VONDELLAAN;2 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,15956;4,46893
871690930000880216;2011367-EL-T01;EQUANS I&M SGZH 2.0;NVT;2254BJ;BURG VAN EIJKLAAN;85 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,1283;4,43689
871690930000946424;2011282-EL-T01;EQUANS I&M SGZH 2.0;NVT;2375XB;OUD ADESELAAN;27 ELP;KAAG EN BRAASSEM;RIJPWETERING;ZUID-HOLLAND;EPSG:4326;52,19245;4,58087
871690930000948206;2002104-EL-T01;EQUANS I&M SGZH 2.0;NVT;2355AH;KERKSTRAAT;58 ELP;KAAG EN BRAASSEM;HOOGMADE;ZUID-HOLLAND;EPSG:4326;52,16764;4,57796
871690930000768507;2001333-EL-T01;ALLEGO B.V.;NVT;2231DG;ORANJELAAN;101 ELP;KATWIJK;RIJNSBURG;ZUID-HOLLAND;EPSG:4326;52,18677;4,44237
871690930000880209;9024054-EL-T01;EQUANS I&M SGZH 2.0;NVT;2451ZR;VERLAAT;88 ELP;KAAG EN BRAASSEM;LEIMUIDEN;ZUID-HOLLAND;EPSG:4326;52,22465;4,66779
871690930000922473;2011510-EL-T01;EQUANS I&M SGZH 2.0;NVT;2375XV;BLIJVERSWEG;7 ELP;KAAG EN BRAASSEM;RIJPWETERING;ZUID-HOLLAND;EPSG:4326;52,19271;4,57762
871690930000768040;2002717-EL-T01;ALLEGO B.V.;NVT;2331ST;JOHANNA NABERSTRAAT;1 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,14645;4,45356
871690930000768460;2003432-EL-T01;ALLEGO B.V.;NVT;2332AB;ANDREJ SACHAROVSTRAAT;3 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,15902;4,452
871690930000525391;2001974-EL-T01;ALLEGO B.V.;NVT;2408BG;EUROPALAAN;30 ELP;ALPHEN AAN DEN RIJN;ALPHEN AAN DEN RIJN;ZUID-HOLLAND;EPSG:4326;52,12573;4,64951
871690930000905841;9005956-EL-T01;EQUANS I&M SGZH 2.0;NVT;2371JK;ROELOFOEVER;16 ELP;KAAG EN BRAASSEM;ROELOFARENDSVEEN;ZUID-HOLLAND;EPSG:4326;52,20095;4,63332
871690930000800115;9005333-EL-T01;SCHAIK;NVT;2211NE;KORNOELJELAAN;27 ELP;NOORDWIJK;NOORDWIJKERHOUT;ZUID-HOLLAND;EPSG:4326;52,25367;4,49356
871690930000800115;9016993-EL-T01;SCHAIK;NVT;2211NE;KORNOELJELAAN;27 ELP;NOORDWIJK;NOORDWIJKERHOUT;ZUID-HOLLAND;EPSG:4326;52,25367;4,49356
871690930000800115;9006533-EL-T01;SCHAIK;NVT;2211NE;KORNOELJELAAN;27 ELP;NOORDWIJK;NOORDWIJKERHOUT;ZUID-HOLLAND;EPSG:4326;52,25367;4,49356
871690930000886829;2000381-EL-T01;EQUANS I&M SGZH 2.0;NVT;2252BS;SCHUILINGLAAN;18 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,1201;4,43639
871690930000946301;2000056-EL-T01;EQUANS I&M SGZH 2.0;NVT;2253HR;TSJAIKOVSKILAAN;45 P ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,13552;4,45108
871690930000856372;9026473-EL-T01;EQUANS I&M SGZH 2.0;NVT;2371KX;ZEGGE;54 ELP;KAAG EN BRAASSEM;ROELOFARENDSVEEN;ZUID-HOLLAND;EPSG:4326;52,19699;4,63334
871690930000906930;2000386-EL-T01;EQUANS I&M SGZH 2.0;NVT;2253CV;HAYDNLAAN;2 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,13438;4,44778
871690930000397646;2011649-EL-T01;ALLEGO B.V.;NVT;2394CZ;ZONNEVELDHOF;26 ELP;ALPHEN AAN DEN RIJN;HAZERSWOUDE-RIJNDIJK;ZUID-HOLLAND;EPSG:4326;52,13048;4,59672
871690930000767913;2003093-EL-T01;ALLEGO B.V.;NVT;2332GB;MORSKADE;21 A ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,15627;4,47033
871690930000803918;2003393-EL-T01;SCHAIK;NVT;2343BD;ZOUTKEETLAAN;3 ELP;OEGSTGEEST;OEGSTGEEST;ZUID-HOLLAND;EPSG:4326;52,19147;4,4686
871690930000894831;9026475-EL-T01;EQUANS I&M SGZH 2.0;NVT;2371KR;GELE PLOMP;1 ELP;KAAG EN BRAASSEM;ROELOFARENDSVEEN;ZUID-HOLLAND;EPSG:4326;52,19763;4,63189
871690930000922077;2000616-EL-T01;EQUANS I&M SGZH 2.0;NVT;2245XR;HET KERKEHOUT;2 ELP;WASSENAAR;WASSENAAR;ZUID-HOLLAND;EPSG:4326;52,11295;4,371
871690930000765087;2002864-EL-T01;ALLEGO B.V.;NVT;2317XX;ZIJLDONK;16 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,17376;4,51067
871690930000946165;9017632-EL-T01;EQUANS I&M SGZH 2.0;NVT;2371DM;MIERIKSWORTEL;31 ELP;KAAG EN BRAASSEM;ROELOFARENDSVEEN;ZUID-HOLLAND;EPSG:4326;52,1986;4,62648
871690930000922978;2011425-EL-T01;EQUANS I&M SGZH 2.0;NVT;2244ER;BREMHORSTLAAN;33 ELP;WASSENAAR;WASSENAAR;ZUID-HOLLAND;EPSG:4326;52,11426;4,36285
871690930000772641;2001327-EL-T01;B.V.;NVT;2231EL;SMIDSTRAAT;12 ELP;KATWIJK;RIJNSBURG;ZUID-HOLLAND;EPSG:4326;52,19045;4,44573
871690930000767937;2002671-EL-T01;ALLEGO B.V.;NVT;2331NR;A TEDING V BERKHOUTSTR;2 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,14678;4,44671
871690930000945861;2000975-EL-T01;EQUANS I&M SGZH 2.0;NVT;2371XD;SPOORSTRAAT;76 ELP;KAAG EN BRAASSEM;ROELOFARENDSVEEN;ZUID-HOLLAND;EPSG:4326;52,20328;4,62913
871690930000895364;9024607-EL-T01;EQUANS I&M SGZH 2.0;NVT;2371LD;TOERMALIJN;5 ELP;KAAG EN BRAASSEM;ROELOFARENDSVEEN;ZUID-HOLLAND;EPSG:4326;52,20172;4,62578
871690930000807374;9017632-EL-T01;EQUANS I&M SGZH 2.0;NVT;2371KB;RAMMENAS;10 ELP;KAAG EN BRAASSEM;ROELOFARENDSVEEN;ZUID-HOLLAND;EPSG:4326;52,1997;4,62823
871690930000945458;2000515-EL-T01;EQUANS I&M SGZH 2.0;NVT;2251NT;KOPERWIEKLAAN;77 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,12246;4,44942
871690930000773624;2003149-EL-T01;ALLEGO B.V.;NVT;2331PG;ZUSTER MEIJBOOMSTRAAT;177 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,14934;4,45044
871690930000446023;\\N;N.V. NUON SALES;NVT;2191BG;ST JACOBSTRAAT;68 ELP;NOORDWIJK;DE ZILK;ZUID-HOLLAND;EPSG:4326;52,30103;4,54646
871690930000768804;2003178-EL-T01;ALLEGO B.V.;NVT;2161DV;W.L. DOLLSTRAAT;56 ELP;LISSE;LISSE;ZUID-HOLLAND;EPSG:4326;52,24479;4,53592
871690930000878930;2011425-EL-T01;EQUANS I&M SGZH 2.0;NVT;2244GB;BEUKENHORSTLAAN;2 ELP;WASSENAAR;WASSENAAR;ZUID-HOLLAND;EPSG:4326;52,11314;4,35933
871690930000550140;2001799-EL-T01;NV NUON SALES;NVT;2211KC;WILDLAAN;26 ELP;NOORDWIJK;NOORDWIJKERHOUT;ZUID-HOLLAND;EPSG:4326;52,25774;4,49828
871690930000788758;2002752-EL-T01;SCHAIK;NVT;2317NZ;STANDERDMOLEN;1 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,17549;4,5071
871690930000518171;2011405-EL-T01;NV NUON SALES;NVT;2211JV;ANDELLAAN;3 ELP;NOORDWIJK;NOORDWIJKERHOUT;ZUID-HOLLAND;EPSG:4326;52,2571;4,48961
871690930000769771;2000494-EL-T01;ALLEGO B.V.;NVT;2314VR;MEERBURGERKADE;38 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,15227;4,51463
871690930000769313;2001508-EL-T01;ALLEGO B.V.;NVT;2171VB;WILLIBRORDUSLAAN;29 ELP;TEYLINGEN;SASSENHEIM;ZUID-HOLLAND;EPSG:4326;52,22663;4,51653
871690930000805653;2003037-EL-T01;SCHAIK;NVT;2313XB;HYACINTHENSTRAAT;11 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,14869;4,49094
871690930000856693;9005956-EL-T01;EQUANS I&M SGZH 2.0;NVT;2371JK;ROELOFOEVER;16 ELP;KAAG EN BRAASSEM;ROELOFARENDSVEEN;ZUID-HOLLAND;EPSG:4326;52,20095;4,6334
871690930000789243;2002767-EL-T01;SCHAIK;NVT;2317MX;LUPINETUIN;16 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,17701;4,50085
871690930000945892;9018926-EL-T01;EQUANS I&M SGZH 2.0;NVT;2451CT;PEPPELHOF;1 ELP;KAAG EN BRAASSEM;LEIMUIDEN;ZUID-HOLLAND;EPSG:4326;52,2224;4,66888
871690930000807367;2011117-EL-T01;EQUANS I&M SGZH 2.0;NVT;2251ZJ;HARRY MULISCHSTRAAT;9 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,1275;4,46325
871690930000988127;0101702-EL-T01;EQUANS I&M SGZH 2.0;NVT;2451XN;DENNENLAAN;71 ELP;KAAG EN BRAASSEM;LEIMUIDEN;ZUID-HOLLAND;EPSG:4326;\\N;\\N
871690930000797811;2000386-EL-T01;EQUANS I&M SGZH 2.0;NVT;2253CH;STRAWINSZKILAAN;18 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,13286;4,44769
871690930000877544;2001009-EL-T01;EQUANS I&M SGZH 2.0;NVT;2377BR;VLET;16 ELP;KAAG EN BRAASSEM;OUDE WETERING;ZUID-HOLLAND;EPSG:4326;52,20962;4,643
871690930000877384;9020157-EL-T01;EQUANS I&M SGZH 2.0;NVT;2371HG;GOUDKNOP;11 ELP;KAAG EN BRAASSEM;ROELOFARENDSVEEN;ZUID-HOLLAND;EPSG:4326;52,20713;4,63315
871690930000945441;2000994-EL-T01;EQUANS I&M SGZH 2.0;NVT;2371RC;REMBRANDT VAN RIJNSINGEL;18 ELP;KAAG EN BRAASSEM;ROELOFARENDSVEEN;ZUID-HOLLAND;EPSG:4326;\\N;\\N
871690930000766282;\\N;ALLEGO B.V.;NVT;2313DS;KANAALWEG;15 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,15365;4,51262
871690930000961700;9018927-EL-T01;EQUANS I&M SGZH 2.0;NVT;2451CL;DRECHTLAAN;121 ELP;KAAG EN BRAASSEM;LEIMUIDEN;ZUID-HOLLAND;EPSG:4326;\\N;\\N
871690930000812873;2001008-EL-T01;EQUANS I&M SGZH 2.0;NVT;2377BZ;PRAAM;22 ELP;KAAG EN BRAASSEM;OUDE WETERING;ZUID-HOLLAND;EPSG:4326;52,21012;4,64325
871690930000773075;2000717-EL-T01;EQUANS I&M SGZH;NVT;2245CG;RIJKSSTRAATWEG;801 ELP;WASSENAAR;WASSENAAR;ZUID-HOLLAND;EPSG:4326;52,10858;4,36364
871690930000699481;2003145-EL-T01;ALLEGO B.V.;NVT;2331PB;DIACONESSENSTRAAT;2 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,14789;4,45011
871690930000761898;2000483-EL-T04;ALLEGO B.V.;NVT;2324BR;APOLLOLAAN;1 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,13953;4,47624
871690930000895388;2002602-EL-T01;EQUANS I&M SGZH 2.0;NVT;2253XT;DE ZEVEN PROVINCIEN;19 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,14676;4,46042
871690930000475313;2000680-EL-T01;ALLEGO B.V.;NVT;2221MC;HERCULES;169 ELP;KATWIJK;KATWIJK ZH;ZUID-HOLLAND;EPSG:4326;52,21143;4,42176
871690930000699504;9007618-EL-T01;ALLEGO B.V.;NVT;2771VT;BERKENWEG;102 ELP;ALPHEN AAN DEN RIJN;BOSKOOP;ZUID-HOLLAND;EPSG:4326;52,0857;4,64958
871690930000951169;0103908-EL-T01;EQUANS I&M SGZH 2.0;NVT;2451BC;DORPSPLEIN;15 ELP;KAAG EN BRAASSEM;LEIMUIDEN;ZUID-HOLLAND;EPSG:4326;52,2248;4,67414
871690930000946172;2001013-EL-T01;EQUANS I&M SGZH 2.0;NVT;2371VD;DIJKSTRAAT;1 ELP;KAAG EN BRAASSEM;ROELOFARENDSVEEN;ZUID-HOLLAND;EPSG:4326;52,20349;4,63557
871690930000811036;2000345-EL-T01;EQUANS I&M SGZH 2.0;NVT;2252KK;FREDERIK HENDRIKLAAN;30 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,12901;4,44204
871690930000816109;2000386-EL-T01;EQUANS I&M SGZH 2.0;NVT;2253CB;RICHARD WAGNERLAAN;45 ELP;VOORSCHOTEN;VOORSCHOTEN;ZUID-HOLLAND;EPSG:4326;52,13524;4,44884
871690930000788864;2003056-EL-T01;SCHAIK;NVT;2321EC;LIEVEN DE KEIJSTRAAT;28 ELP;LEIDEN;LEIDEN;ZUID-HOLLAND;EPSG:4326;52,14365;4,47955
